,day,month,year,holiday,temp,increase,power
515,17,3,2018,1,23.2,-7.272961318143786,43221
516,18,3,2018,1,23.4,-4.428402859720968,41307
517,19,3,2018,0,24.9,13.883845353087851,47042
518,20,3,2018,0,23.2,-1.294587815143914,46433
519,21,3,2018,0,20.9,-2.7265091637413046,45167
520,22,3,2018,0,20.3,-0.12398432483893107,45111
521,23,3,2018,0,21.1,0.5275875063731684,45349
522,24,3,2018,1,21.4,-3.1246554499547945,43932
523,25,3,2018,1,22.1,-7.247564417736503,40748
524,26,3,2018,0,22.8,11.279081181898498,45344
525,27,3,2018,1,23.1,3.2242413549753,46806
526,28,3,2018,0,23.8,0.17305473657223433,46887
527,29,3,2018,0,24.5,1.9045790944184957,47780
528,30,3,2018,0,24.1,-1.1866889912097112,47213
529,31,3,2018,1,24.3,-5.121470781352593,44795
530,1,4,2018,1,24.7,-7.3780555865610005,41490
531,2,4,2018,0,24.8,15.367558447818752,47866
532,3,4,2018,0,24.3,0.883717043412861,48289
533,4,4,2018,0,24.7,0.15531487502329724,48364
534,5,4,2018,0,24.8,0.2749979323463733,48497
535,6,4,2018,0,21.6,-5.293110914077159,45930
536,7,4,2018,1,19.8,-7.396037448290877,42533
537,8,4,2018,1,19.5,-6.752404015705452,39661
538,9,4,2018,0,21.0,12.029449585234866,44432
539,10,4,2018,0,22.4,3.927349657904213,46177
540,11,4,2018,0,24.3,3.0101565714533214,47567
541,12,4,2018,0,24.8,2.4765068219563977,48745
542,13,4,2018,0,25.7,2.0125141040106675,49726
543,14,4,2018,1,25.6,-3.736475887865503,47868
544,15,4,2018,1,22.0,-13.938330408623715,41196
545,16,4,2018,0,21.0,9.078551315661716,44936
546,17,4,2018,0,22.8,3.1934306569343067,46371
547,18,4,2018,0,23.1,0.3579823596644455,46537
548,19,4,2018,0,24.0,1.637406794593549,47299
549,20,4,2018,0,25.4,3.241083321000444,48832
550,21,4,2018,1,27.0,-0.18840104849279166,48740
551,22,4,2018,1,26.8,-5.8678703323758725,45880
552,23,4,2018,0,27.0,13.010026155187445,51849
553,24,4,2018,0,26.8,0.9026210727304288,52317
554,25,4,2018,0,24.4,-16.528088384272802,43670
555,26,4,2018,0,25.4,10.68239065720174,48335
556,27,4,2018,0,23.2,-4.348815558084204,46233
557,30,4,2018,1,26.7,-5.513499547862033,36571
558,1,5,2018,1,28.2,7.415711902873862,39283
559,2,5,2018,0,27.5,24.985362625054087,49098
560,3,5,2018,0,26.0,2.4176137520876613,50285
561,4,5,2018,0,27.6,4.1801730138212205,52387
562,5,5,2018,1,27.6,-1.3400271059614026,51685
563,6,5,2018,1,29.2,-2.4436490277643417,50422
564,7,5,2018,0,31.2,22.297806513030032,61665
565,8,5,2018,0,30.9,5.542852509527284,65083
566,9,5,2018,0,29.8,-3.083754590292396,63076
567,10,5,2018,0,27.5,-6.996321897393622,58663
568,11,5,2018,0,27.9,-0.6665189301604078,58272
569,12,5,2018,1,27.9,-10.766749038989566,51998
570,13,5,2018,1,26.2,-8.538789953459746,47558
571,14,5,2018,0,28.5,22.292779343117882,58160
572,15,5,2018,0,29.4,6.057427785419532,61683
573,16,5,2018,0,30.3,5.789277434625424,65254
574,17,5,2018,0,30.7,2.2895148190149257,66748
575,18,5,2018,0,28.6,-4.031581470605862,64057
576,19,5,2018,1,29.1,-8.275442184304604,58756
577,20,5,2018,1,29.8,-3.4975151473892025,56701
578,21,5,2018,0,28.9,9.881659935450873,62304
579,22,5,2018,0,29.6,0.954994863893169,62899
580,23,5,2018,0,29.7,2.756800585064945,64633
581,24,5,2018,0,30.1,2.3873253601101605,66176
582,25,5,2018,0,31.3,3.0146881044487426,68171
583,26,5,2018,1,31.7,-3.8638130583385895,65537
584,27,5,2018,1,28.3,-16.338862016875964,54829
585,28,5,2018,0,25.6,-3.952288022761677,52662
586,29,5,2018,0,28.9,6.420189130682466,56043
587,30,5,2018,0,29.4,7.601306139928269,60303
588,31,5,2018,0,30.1,3.1358307215229764,62194
589,1,6,2018,0,27.2,-6.341447728076662,58250
590,2,6,2018,1,27.6,-6.983690987124463,54182
591,3,6,2018,1,29.2,-3.320290871507143,52383
592,4,6,2018,0,29.6,17.467498997766448,61533
593,5,6,2018,0,28.6,-5.424731444915737,58195
594,6,6,2018,0,30.5,9.736231635020193,63861
595,7,6,2018,0,31.6,8.141118992812514,69060
596,8,6,2018,0,32.1,2.6093252244425136,70862
597,9,6,2018,1,28.9,-10.815387654878498,63198
598,10,6,2018,1,30.5,-10.804139371499096,56370
599,11,6,2018,0,28.6,10.686535391165512,62394
600,12,6,2018,0,30.4,3.5548289899669836,64612
601,13,6,2018,0,31.3,3.8522255927691447,67101
602,14,6,2018,0,31.1,1.8777663522153167,68361
603,15,6,2018,0,27.5,-12.935738213308758,59518
604,16,6,2018,1,28.0,-5.863772304176887,56028
605,17,6,2018,1,28.2,-9.58984793317627,50655
606,18,6,2018,0,30.1,23.490277366498862,62554
607,19,6,2018,0,30.3,8.546216069316111,67900
608,20,6,2018,0,30.9,2.48159057437408,69585
609,21,6,2018,0,31.8,1.0663217647481498,70327
610,22,6,2018,0,33.0,7.795014716965035,75809
611,23,6,2018,1,32.6,-5.268503739661519,71815
612,24,6,2018,1,31.3,-11.508737728886723,63550
613,25,6,2018,0,29.2,1.4744295830055074,64487
614,26,6,2018,0,28.7,-5.287887481197762,61077
615,27,6,2018,0,26.2,-8.644825384350902,55797
616,28,6,2018,0,29.4,6.919726867035863,59658
617,29,6,2018,0,31.7,11.227329109256091,66356
618,30,6,2018,1,32.7,3.539996383145458,68705
619,1,7,2018,1,33.2,0.7277490721199329,69205
620,2,7,2018,0,34.2,16.686655588469037,80753
621,3,7,2018,0,34.7,3.954032667516996,83946
622,4,7,2018,0,34.4,1.9929478474257256,85619
623,5,7,2018,0,34.6,1.8395449608147725,87194
624,6,7,2018,0,33.7,-2.293735807509691,85194
625,7,7,2018,1,29.8,-17.252388665868487,70496
626,8,7,2018,1,29.0,-19.711756695415342,56600
627,9,7,2018,0,29.3,10.579505300353356,62588
628,10,7,2018,0,29.1,-1.8294241707675596,61443
629,11,7,2018,0,29.8,4.610777468548085,64276
630,12,7,2018,0,31.4,8.2908083888232,69605
631,13,7,2018,0,30.0,-5.582932260613462,65719
632,14,7,2018,1,27.8,-13.967041494849287,56540
633,15,7,2018,1,26.9,-14.230633180049525,48494
634,16,7,2018,0,28.4,12.754155153214828,54679
635,17,7,2018,0,27.2,2.3647104007022803,55972
636,18,7,2018,0,28.0,0.0929035946544701,56024
637,19,7,2018,0,27.0,-2.893402827359703,54403
638,20,7,2018,0,27.5,-0.9558296417476976,53883
639,21,7,2018,1,26.0,-9.320193753131782,48861
640,22,7,2018,1,29.4,0.3049466854955896,49010
641,23,7,2018,0,30.8,23.19526627218935,60378
642,24,7,2018,0,30.4,4.331047732617841,62993
643,25,7,2018,0,28.6,-2.9177845157398443,61155
644,26,7,2018,0,27.5,-5.162292535360969,57998
645,27,7,2018,0,26.1,-5.3415635021897305,54900
646,28,7,2018,1,27.6,-5.457194899817852,51904
647,29,7,2018,1,27.9,-6.234586929716398,48668
648,30,7,2018,0,27.5,14.985205884770279,55961
649,31,7,2018,0,27.6,0.8488054180590053,56436
650,1,8,2018,0,28.2,0.3260330285633284,56620
651,2,8,2018,0,27.9,0.837160014129283,57094
652,3,8,2018,0,28.4,0.2452096542543875,57234
653,4,8,2018,1,27.4,-8.086102666247335,52606
654,5,8,2018,1,27.1,-9.957039121012812,47368
655,6,8,2018,0,28.7,20.055733828745144,56868
656,7,8,2018,0,28.3,2.984103538017866,58565
657,8,8,2018,0,29.3,3.182788354819431,60429
658,9,8,2018,0,29.1,0.8025947806516739,60914
659,10,8,2018,0,30.1,3.0222937255803264,62755
660,11,8,2018,1,31.0,-0.2135288024858577,62621
661,12,8,2018,1,28.5,-11.53606617588349,55397
662,13,8,2018,0,29.8,15.692185497409609,64090
663,14,8,2018,0,30.8,6.581369948509908,68308
664,15,8,2018,0,29.1,-9.569889324822864,61771
665,16,8,2018,0,27.2,-6.171180651114602,57959
666,17,8,2018,0,27.4,-3.5904691247261,55878
667,18,8,2018,1,27.0,-6.669887970220838,52151
668,19,8,2018,1,29.0,-0.7190657897259879,51776
669,20,8,2018,0,30.6,23.423980222496912,63904
670,21,8,2018,0,29.9,1.3692413620430646,64779
671,22,8,2018,0,29.0,-0.08027292795504716,64727
672,23,8,2018,0,29.7,0.9578692045050752,65347
673,24,8,2018,0,30.2,-2.1102728510872732,63968
674,25,8,2018,1,28.9,-8.821598299149574,58325
675,26,8,2018,1,29.6,-3.1873124732104587,56466
676,27,8,2018,0,29.8,13.432862253391425,64051
677,28,8,2018,0,25.8,-10.844483302368426,57105
678,29,8,2018,0,25.7,-5.771823833289554,53809
679,30,8,2018,0,26.0,0.1189392109126726,53873
680,31,8,2018,0,28.9,4.2507378464165715,56163
681,1,9,2018,1,30.4,-6.3849865569859166,52577
682,2,9,2018,1,28.2,-17.273712840215303,43495
683,3,9,2018,1,26.2,2.0117254856880105,44370
684,4,9,2018,0,28.5,27.01825557809331,56358
685,5,9,2018,0,30.5,11.739238439973027,62974
686,6,9,2018,0,31.3,7.201384698446977,67509
687,7,9,2018,0,30.0,-3.0025626212801257,65482
688,8,9,2018,1,28.6,-16.943587550777313,54387
689,9,9,2018,1,27.8,-9.197050765808005,49385
690,10,9,2018,0,27.5,11.977321048901489,55300
691,11,9,2018,0,28.6,4.419529837251356,57744
692,12,9,2018,0,29.0,3.5761291216403435,59809
693,13,9,2018,0,29.4,1.7656205587787792,60865
694,14,9,2018,0,28.0,-3.2514581450751665,58886
695,15,9,2018,1,29.2,-2.1668987535237583,57610
696,16,9,2018,1,31.0,0.16663773650407915,57706
697,17,9,2018,0,28.7,2.7224205455238617,59277
698,18,9,2018,0,25.9,-6.619768206893061,55353
699,19,9,2018,0,26.1,-1.895109569490362,54304
700,20,9,2018,0,28.7,6.590674720094284,57883
701,21,9,2018,0,28.8,2.591434445346648,59383
702,22,9,2018,1,29.5,-2.3845208224576058,57967
703,23,9,2018,1,29.2,-6.831473079510758,54007
704,24,9,2018,0,29.5,12.987205362267856,61021
705,25,9,2018,0,29.6,4.046148047393522,63490
706,26,9,2018,0,29.1,-1.9184123484013234,62272
707,27,9,2018,0,26.5,-8.535136176772868,56957
708,28,9,2018,0,24.9,-9.350913847288307,51631
709,29,9,2018,1,26.5,-4.996997927601635,49051
710,30,9,2018,1,27.4,-5.170129049356792,46515
711,1,10,2018,0,26.9,15.64871546812856,53794
712,2,10,2018,0,26.7,2.2790645796929025,55020
713,3,10,2018,0,26.9,-0.029080334423845867,55004
714,4,10,2018,0,27.2,1.0944658570285797,55606
715,5,10,2018,0,26.4,-0.4513901377549186,55355
716,6,10,2018,1,26.6,-4.341071267274862,52952
717,7,10,2018,1,27.6,-7.2801782746638475,49097
718,8,10,2018,0,27.4,13.76866203637697,55857
719,9,10,2018,0,27.8,2.2844048194496662,57133
720,10,10,2018,0,21.1,-15.325643673533685,48377
721,11,10,2018,0,23.5,-1.4283647187713169,47686
722,12,10,2018,0,24.8,1.2246781025877616,48270
723,13,10,2018,1,24.9,-2.7615496167391758,46937
724,14,10,2018,1,27.2,-2.160342586871764,45923
725,15,10,2018,0,28.4,21.270387387583565,55691
726,16,10,2018,0,22.6,-11.157996803792352,49477
727,17,10,2018,0,21.9,-3.5794409523617032,47706
728,18,10,2018,0,21.5,-1.182241227518551,47142
729,19,10,2018,0,22.2,0.4242501378812948,47342
730,20,10,2018,1,24.6,-1.0730429639643446,46834
731,21,10,2018,1,27.4,-1.716701541615066,46030
732,22,10,2018,0,27.1,14.518792092113838,52713
733,23,10,2018,0,24.6,-3.025819057917402,51118
734,24,10,2018,0,23.5,-2.4805352322078327,49850
735,25,10,2018,0,27.2,6.6399197592778325,53160
736,26,10,2018,0,27.4,0.8860045146726861,53631
737,27,10,2018,1,24.9,-12.876880908429825,46725
738,28,10,2018,1,25.0,-7.120385232744782,43398
739,29,10,2018,0,26.0,15.111295451403288,49956
740,30,10,2018,0,25.5,1.6574585635359116,50784
741,31,10,2018,0,25.4,-2.209357277882797,49662
742,1,11,2018,0,23.5,-2.0236800773227013,48657
743,2,11,2018,0,22.8,-0.92278603284214,48208
744,3,11,2018,1,22.9,-3.4662296714238297,46537
745,4,11,2018,1,23.9,-6.405655714807573,43556
746,5,11,2018,0,25.6,15.336578198181654,50236
747,6,11,2018,0,26.3,3.871725455848395,52181
748,7,11,2018,0,26.8,1.5235430520687607,52976
749,8,11,2018,0,24.6,-6.106538810027182,49741
750,9,11,2018,0,22.0,-3.833859391648741,47834
751,10,11,2018,1,22.5,-4.7455784588368095,45564
752,11,11,2018,1,24.3,-4.865683434290228,43347
753,12,11,2018,0,23.9,11.878561376796545,48496
754,13,11,2018,0,24.7,3.138403167271527,50018
755,14,11,2018,0,25.3,1.7213803030908872,50879
756,15,11,2018,0,26.3,2.7359028282788582,52271
757,16,11,2018,0,26.9,0.08417669453425418,52315
758,17,11,2018,1,26.6,-5.260441555959093,49563
759,18,11,2018,1,26.6,-7.394629057966629,45898
760,19,11,2018,0,23.3,5.083010152947841,48231
761,20,11,2018,0,24.8,4.781157346934544,50537
762,21,11,2018,0,26.6,2.032174446445179,51564
763,22,11,2018,0,18.7,-10.270731518113411,46268
764,23,11,2018,0,19.1,0.043226419987896614,46288
765,24,11,2018,1,20.6,-3.98591427583823,44443
766,25,11,2018,1,21.7,-7.254235762662287,41219
767,26,11,2018,0,22.0,11.317596254154635,45884
768,27,11,2018,0,20.9,1.9963385929735853,46800
769,28,11,2018,0,21.3,0.91025641025641,47226
770,29,11,2018,0,21.5,0.5272519374920595,47475
771,30,11,2018,0,24.5,1.0552922590837284,47976
772,1,12,2018,1,24.6,-2.7909788227447057,46637
773,2,12,2018,1,25.8,-6.0445568968844485,43818
774,3,12,2018,0,25.4,14.379935186453054,50119
775,4,12,2018,0,25.8,3.060715497116862,51653
776,5,12,2018,0,25.3,-0.07550384295200666,51614
777,6,12,2018,0,25.9,0.8796063083659471,52068
778,7,12,2018,0,24.4,-4.225243911807636,49868
779,8,12,2018,1,15.8,-11.66078447100345,44053
780,9,12,2018,1,14.5,-5.4616030690304855,41647
781,10,12,2018,0,16.6,10.365692606910462,45964
782,11,12,2018,0,15.3,2.930554346880167,47311
783,12,12,2018,0,11.7,4.068821204371076,49236
784,13,12,2018,0,13.5,1.9619790397270287,50202
785,14,12,2018,0,15.6,-1.565674674315764,49416
786,15,12,2018,1,16.7,-6.125546381738707,46389
787,16,12,2018,1,17.4,-6.544654982862316,43353
788,17,12,2018,0,17.9,8.001753050538603,46822
789,18,12,2018,0,17.4,0.5253940455341506,47068
790,19,12,2018,0,20.8,1.3979773944080904,47726
791,20,12,2018,0,22.5,1.1314587436617358,48266
792,21,12,2018,0,23.6,0.2734844403928231,48398
793,22,12,2018,1,24.2,-3.2377370965742385,46831
794,23,12,2018,1,23.2,-7.179005359697636,43469
795,24,12,2018,0,21.8,7.31555821389956,46649
796,25,12,2018,0,21.9,2.6002701022529955,47862
797,26,12,2018,0,23.5,1.7968325602774642,48722
798,27,12,2018,0,23.1,-0.5028529206518616,48477
799,28,12,2018,0,17.0,-4.10091383542711,46489
800,29,12,2018,1,13.2,-4.622598894362106,44340
801,30,12,2018,1,10.1,-5.241317095173658,42016
802,31,12,2018,1,11.3,0.6307121096725057,42281
803,1,1,2019,1,11.8,-2.5992762706653108,41182
804,2,1,2019,0,13.8,17.845175076489728,48531
805,3,1,2019,0,15.4,3.5564896663987966,50257
806,4,1,2019,0,16.6,-0.525299958214776,49993
807,5,1,2019,1,19.0,-2.552357330026204,48717
808,6,1,2019,1,19.1,-7.779625182174599,44927
809,7,1,2019,0,19.4,8.199968838337746,48611
810,8,1,2019,0,17.5,2.4480055954413613,49801
811,9,1,2019,0,13.8,1.9537760285938035,50774
812,10,1,2019,0,15.1,1.599243707409304,51586
813,11,1,2019,0,17.8,-2.0431900127941693,50532
814,12,1,2019,1,20.0,-4.6722868677273794,48171
815,13,1,2019,1,20.7,-7.718336758630714,44453
816,14,1,2019,0,21.2,9.014014802150584,48460
817,15,1,2019,0,20.0,1.4651258770119686,49170
818,16,1,2019,0,14.2,1.6880211511083991,50000
819,17,1,2019,0,14.3,1.406,50703
820,18,1,2019,0,16.1,-1.3095872039129834,50039
821,19,1,2019,1,17.6,-4.076820080337336,47999
822,20,1,2019,1,18.5,-6.043875914081543,45098
823,21,1,2019,0,16.3,8.754268481972593,49046
824,22,1,2019,0,15.8,2.2489091872935614,50149
825,23,1,2019,0,16.7,-0.8454804682047499,49725
826,24,1,2019,0,17.8,-0.4142785319255908,49519
827,25,1,2019,0,18.1,-1.508511884327228,48772
828,26,1,2019,1,19.2,-4.732223406872796,46464
829,27,1,2019,1,17.9,-6.127324380165289,43617
830,28,1,2019,0,20.2,7.0935644358850904,46711
831,29,1,2019,0,20.8,-0.3874890282802766,46530
832,30,1,2019,0,22.4,-2.061035890823125,45571
833,31,1,2019,0,22.5,-4.621360075486604,43465
834,1,2,2019,0,21.6,-8.09386862993213,39947
835,2,2,2019,1,21.0,-13.833329161138508,34421
836,3,2,2019,1,22.2,-6.998634554487087,32012
837,4,2,2019,1,23.4,8.134449581406972,34616
838,5,2,2019,1,23.6,-16.00415992604576,29076
839,6,2,2019,1,24.7,-1.3894620993259046,28672
840,7,2,2019,1,24.4,2.308872767857143,29334
841,8,2,2019,1,25.4,5.440785436694621,30930
842,9,2,2019,1,24.6,5.7872615583575815,32720
843,10,2,2019,1,24.8,11.71760391198044,36554
844,11,2,2019,0,21.7,11.648519997811455,40812
845,12,2,2019,0,19.7,5.150445947270411,42914
846,13,2,2019,0,21.6,4.3482313464137565,44780
847,14,2,2019,0,23.1,1.9696292987941049,45662
848,15,2,2019,0,23.4,1.519863343699356,46356
849,16,2,2019,1,23.7,-2.776339632410044,45069
850,17,2,2019,1,22.9,-6.57880139341898,42104
851,18,2,2019,0,24.1,11.737602128063841,47046
852,19,2,2019,0,24.4,3.056582918845385,48484
853,20,2,2019,0,25.4,2.442042735747876,49668
854,21,2,2019,0,26.0,3.3140049931545463,51314
855,22,2,2019,0,19.4,-9.227501266710838,46579
856,23,2,2019,1,16.8,-5.236265269756758,44140
857,24,2,2019,1,16.1,-6.241504304485727,41385
858,25,2,2019,0,16.2,11.591156216020295,46182
859,26,2,2019,0,17.0,3.2306959421419603,47674
860,27,2,2019,0,20.5,1.0005453706422789,48151
861,28,2,2019,0,23.2,0.7933376253868041,48533
862,1,3,2019,0,23.7,-0.008241814847629448,48529
863,2,3,2019,1,24.3,-2.99614663397144,47075
864,3,3,2019,1,25.2,-6.277217206585237,44120
865,4,3,2019,0,22.3,8.436083408884858,47842
866,5,3,2019,0,25.7,7.30111617407299,51335
867,6,3,2019,0,23.4,-3.858965617999416,49354
868,7,3,2019,0,18.6,-3.5782307411759935,47588
869,8,3,2019,0,17.7,-0.954022022358578,47134
870,9,3,2019,1,19.3,-3.099673271948063,45673
871,10,3,2019,1,19.3,-7.488012611389662,42253
872,11,3,2019,0,21.4,10.344827586206897,46624
873,12,3,2019,0,22.1,2.987731640356898,48017
874,13,3,2019,0,22.6,1.7056459170710372,48836
875,14,3,2019,0,25.0,2.1828159554427065,49902
876,15,3,2019,0,21.3,-4.597010139874153,47608
877,16,3,2019,1,17.8,-5.713325491514032,44888
878,17,3,2019,1,18.2,-6.133042238460168,42135
879,18,3,2019,0,18.7,11.99003203987184,47187
880,19,3,2019,0,21.1,3.492487337614173,48835
881,20,3,2019,0,24.1,2.938466263950036,50270
882,21,3,2019,0,26.3,3.7696439228167886,52165
883,22,3,2019,0,26.8,1.700373813859868,53052
884,23,3,2019,1,23.4,-11.226720953027217,47096
885,26,3,2019,0,20.5,4.086030774535581,48298
886,27,3,2019,0,22.6,2.3168661228208207,49417
887,28,3,2019,0,24.7,1.950745694801384,50381
888,29,3,2019,0,25.3,-0.8892241122645441,49933
889,30,3,2019,1,26.1,-2.5854645224600965,48642
890,31,3,2019,1,26.9,-3.640886476707372,46871
891,1,4,2019,0,23.7,5.158840221032195,49289
892,2,4,2019,0,22.4,-0.2414331798169977,49170
893,3,4,2019,0,23.7,2.214765100671141,50259
894,4,4,2019,0,24.2,0.6725163652281183,50597
895,5,4,2019,0,23.8,-2.2412395991857226,49463
896,6,4,2019,1,24.5,-3.020439520449629,47969
897,7,4,2019,1,26.8,-3.364673017990786,46355
898,8,4,2019,0,27.4,15.797648581598532,53678
899,9,4,2019,0,28.1,5.980103580610306,56888
900,10,4,2019,0,28.1,1.4519758121220645,57714
901,11,4,2019,0,28.1,1.5143639324947151,58588
902,12,4,2019,0,27.5,-1.8655697412439407,57495
903,13,4,2019,1,27.6,-8.165927471954083,52800
904,14,4,2019,1,27.9,-11.511363636363635,46722
905,15,4,2019,1,24.9,-0.8411454989084373,46329
906,16,4,2019,0,23.5,7.8028880398886225,49944
907,17,4,2019,0,23.8,3.0193817075124136,51452
908,18,4,2019,0,27.3,9.659488455259273,56422
909,19,4,2019,0,29.9,9.352734748856829,61699
910,20,4,2019,1,30.2,2.5089547642587404,63247
911,21,4,2019,1,29.2,-7.192436004869796,58698
912,22,4,2019,0,29.7,8.56417595148046,63725
913,23,4,2019,0,28.8,1.3825029423303257,64606
914,24,4,2019,0,29.7,3.199393245209423,66673
915,25,4,2019,0,28.8,-1.849324314190152,65440
916,26,4,2019,0,29.1,-2.5565403422982884,63767
917,27,4,2019,1,28.0,-11.022942901500775,56738
918,28,4,2019,1,28.1,-11.394479890020795,50273
919,29,4,2019,0,28.5,-6.0131681021621946,47250
920,30,4,2019,1,24.8,-18.342857142857145,38583
921,1,5,2019,1,23.9,-2.8173029572609707,37496
922,2,5,2019,0,24.7,27.760294431406017,47905
923,3,5,2019,0,23.9,3.229308005427409,49452
924,4,5,2019,1,23.8,-1.2416080239424088,48838
925,5,5,2019,1,27.2,-2.135632089766166,47795
926,6,5,2019,0,28.2,15.846845904383304,55369
927,7,5,2019,0,25.9,-2.281059798804385,54106
928,8,5,2019,0,24.8,-4.321147377370346,51768
929,9,5,2019,0,22.7,-4.525961984237367,49425
930,10,5,2019,0,23.4,-0.5523520485584218,49152
931,11,5,2019,1,24.4,-2.1728515625,48084
932,12,5,2019,1,28.2,-0.07278928541718659,48049
933,13,5,2019,0,28.8,18.69966076297113,57034
934,14,5,2019,0,28.4,5.508994634779254,60176
935,15,5,2019,0,29.5,5.7032704068067,63608
936,16,5,2019,0,31.2,9.574267387749966,69698
937,17,5,2019,0,32.5,6.9715056386123,74557
938,18,5,2019,1,33.6,2.639591185267648,76525
939,19,5,2019,1,33.6,-1.622999019928128,75283
940,20,5,2019,0,31.8,2.918321533413918,77480
941,21,5,2019,0,27.4,-20.21295818275684,61819
942,22,5,2019,0,27.0,-7.399019718856662,57245
943,23,5,2019,0,28.4,3.869333566250328,59460
944,24,5,2019,0,28.7,3.2896064581231084,61416
945,25,5,2019,1,29.7,-0.39403412791455,61174
946,26,5,2019,1,30.5,0.08990747703272632,61229
947,27,5,2019,0,28.8,3.7122931944013455,63502
948,28,5,2019,0,28.2,-2.4581902932191118,61941
949,29,5,2019,0,27.2,-7.662130091538723,57195
950,30,5,2019,0,27.4,-0.6818777865198007,56805
951,31,5,2019,0,26.4,-4.518968400668955,54238
952,1,6,2019,1,24.6,-11.031011467974484,48255
953,2,6,2019,1,26.6,-4.903118847787794,45889
954,3,6,2019,0,29.3,26.099936804027106,57866
955,4,6,2019,0,30.3,9.77430615560087,63522
956,5,6,2019,0,29.5,3.507446239098265,65750
957,6,6,2019,0,30.2,1.5498098859315592,66769
958,7,6,2019,0,30.6,0.4702781230810705,67083
959,8,6,2019,1,30.5,-3.1543013878329833,64967
960,9,6,2019,1,32.7,3.906598734742254,67505
961,10,6,2019,0,33.1,19.703725649951856,80806
962,11,6,2019,0,32.1,-0.6806425265450585,80256
963,12,6,2019,0,33.8,4.528010366826156,83890
964,13,6,2019,0,31.7,-6.119918941470973,78756
965,14,6,2019,0,30.8,-6.470618111635938,73660
966,15,6,2019,1,32.4,0.4317132772196579,73978
967,16,6,2019,1,32.4,-2.6737678769363864,72000
968,17,6,2019,0,31.2,4.072222222222221,74932
969,18,6,2019,0,27.6,-15.707574867880213,63162
970,19,6,2019,0,29.9,9.993350432221906,69474
971,20,6,2019,0,31.6,7.261709416472349,74519
972,21,6,2019,0,33.3,9.38820971832687,81515
973,22,6,2019,1,33.8,1.1813776605532724,82478
974,23,6,2019,1,32.6,-7.235868958995127,76510
975,24,6,2019,0,28.3,-14.421644229512479,65476
976,25,6,2019,0,29.8,1.6143319689657278,66533
977,26,6,2019,0,31.4,9.08571686230893,72578
978,27,6,2019,0,33.0,10.109123976962717,79915
979,28,6,2019,0,35.0,6.1878245635988245,84860
980,29,6,2019,1,34.4,-1.8430355880273392,83296
981,30,6,2019,1,28.7,-22.58451786400307,64484
982,1,7,2019,0,30.5,7.453011599776689,69290
983,2,7,2019,0,29.9,-0.11545677586953385,69210
984,3,7,2019,0,30.5,1.4708857101574917,70228
985,4,7,2019,0,28.1,-14.052799453209548,60359
986,5,7,2019,0,30.9,11.471363011315631,67283
987,6,7,2019,1,32.3,5.73250300967555,71140
988,7,7,2019,1,32.4,0.11948271014900196,71225
989,8,7,2019,0,33.5,17.69041769041769,83825
990,9,7,2019,0,32.0,-3.4059051595586047,80970
991,10,7,2019,0,28.8,-17.725083364208967,66618
992,11,7,2019,0,30.1,4.507790687201657,69621
993,12,7,2019,0,32.8,9.373608537653867,76147
994,13,7,2019,1,32.9,0.5239864997964463,76546
995,14,7,2019,1,31.4,-10.035795469390957,68864
996,15,7,2019,0,30.0,4.344795539033457,71856
997,16,7,2019,0,29.7,-3.5487641950567808,69306
998,17,7,2019,0,31.9,12.03936167142816,77650
999,18,7,2019,0,32.2,3.7115260785576303,80532
1000,19,7,2019,0,33.6,6.16276759548999,85495
1001,20,7,2019,1,31.8,-11.834610211123456,75377
1002,21,7,2019,1,29.0,-13.037133343062207,65550
1003,22,7,2019,0,30.4,11.548436308161707,73120
1004,23,7,2019,0,31.0,-0.33780087527352304,72873
1005,24,7,2019,0,30.2,-2.851536234270581,70795
1006,25,7,2019,0,28.0,-8.711067165760294,64628
1007,26,7,2019,0,30.3,0.3218419261001424,64836
1008,27,7,2019,1,31.6,2.7700660127089893,66632
1009,28,7,2019,1,31.4,-2.1701284668027374,65186
1010,29,7,2019,0,30.2,9.992943270027306,71700
1011,30,7,2019,0,28.7,-5.391910739191075,67834
1012,31,7,2019,0,29.7,-0.791638411416104,67297
1013,1,8,2019,0,28.0,-7.863649196843841,62005
1014,2,8,2019,0,27.4,-6.7897750181436995,57795
1015,3,8,2019,1,26.4,-10.327883034864607,51826
1016,4,8,2019,1,26.3,-4.6193030525219,49432
1017,5,8,2019,0,27.7,18.269541997086908,58463
1018,6,8,2019,0,29.9,9.896857841711851,64249
1019,7,8,2019,0,31.4,10.636741427882146,71083
1020,8,8,2019,0,30.9,0.5796041247555674,71495
1021,9,8,2019,0,29.3,-4.724805930484648,68117
1022,10,8,2019,1,31.7,1.7602067031724826,69316
1023,11,8,2019,1,31.9,-1.0949852847827342,68557
1024,12,8,2019,0,32.2,15.640999460303107,79280
1025,13,8,2019,0,32.8,4.98234106962664,83230
1026,14,8,2019,0,34.0,2.972485882494293,85704
1027,15,8,2019,0,31.9,-5.564501073462149,80935
1028,16,8,2019,0,29.3,-13.372459380984743,70112
1029,17,8,2019,1,28.9,-9.283717480602464,63603
1030,18,8,2019,1,30.8,-1.1241608100246845,62888
1031,19,8,2019,0,30.6,13.134461264470167,71148
1032,20,8,2019,0,28.4,-7.549052678922808,65777
1033,21,8,2019,0,27.2,-7.291302430940906,60981
